session_duration,bytes_sent,bytes_received,failed_logins,country_risk_score,is_vpn,is_malicious
182,56989,80858,5,54,0,0
469,68995,12463,4,39,0,1
910,95284,85249,5,7,1,1
735,36044,44663,7,4,0,0
823,99655,30728,1,15,0,1
944,38234,69772,3,76,1,1
978,27423,46346,5,48,0,1
7,71862,11261,4,6,0,0
330,87325,89210,0,73,0,0
775,96607,92538,8,35,0,1
673,26054,2910,2,72,0,1
151,55121,59960,1,71,0,0
85,90059,77299,8,68,1,1
147,96027,71788,6,58,1,0
624,79966,65648,4,77,0,0
381,70527,62463,5,19,1,0
915,5092,11262,3,62,1,0
548,2061,87958,0,71,1,0
285,12597,73635,3,10,0,1
700,32651,7319,8,25,1,0
82,76484,70964,0,44,0,1
514,55855,3721,9,99,1,1
897,13355,89892,2,58,1,1
815,4667,44533,4,25,0,0
709,48947,76950,6,93,1,1
916,48103,66288,8,76,0,1
523,20489,55051,5,40,1,1
746,44623,81818,2,76,1,0
386,61676,36658,6,70,1,1
707,44019,15759,3,10,1,0
471,82203,34513,2,66,0,0
119,3458,10535,6,25,0,1
396,88635,54011,6,71,1,1
532,76624,28167,3,87,0,0
261,97157,87894,6,11,1,0
805,5798,93923,1,36,0,1
934,66909,69324,0,49,0,1
256,93179,73325,1,48,0,1
734,55905,1479,3,87,1,1
905,31449,27724,7,7,0,1
226,76877,91600,2,91,0,0
53,50348,88527,9,77,1,0
940,75133,57845,5,51,1,0
867,98339,51905,5,17,1,0
500,44141,12616,8,32,0,0
506,32054,79522,8,26,0,1
854,8102,85943,3,22,0,0
364,69883,24943,8,13,0,1
280,87334,6012,5,12,0,0
593,19838,21614,1,71,0,0
714,10803,87459,9,1,1,1
158,49522,57132,5,33,0,0
632,83206,28897,1,14,0,0
59,61999,6549,7,64,0,0
727,12492,1825,3,43,1,0
128,44824,81506,4,58,0,1
736,32399,9404,7,41,1,0
721,15741,73158,7,81,0,0
882,79634,13763,5,68,1,0
115,6405,70420,3,39,1,0
209,98362,75108,0,1,1,0
526,18882,94588,6,41,0,0
521,78357,75691,7,45,1,0
552,78063,95144,8,88,0,0
962,20666,12776,1,98,1,1
237,67866,25292,0,98,0,1
281,6611,24822,3,88,1,1
359,26277,7546,4,79,1,0
201,4865,4825,9,81,0,0
758,20454,85697,0,13,1,1
278,24029,88307,4,71,0,1
235,28920,57732,5,9,1,1
494,29623,67045,2,63,1,1
4,71188,73841,6,99,0,0
666,66263,16465,5,23,0,1
442,77625,65892,3,54,0,0
29,13880,64957,2,47,1,1
109,6689,15804,4,39,0,0
610,34912,50675,2,87,0,0
727,93764,30002,9,26,1,0
805,46039,1295,8,1,0,0
75,51593,53617,8,14,0,1
838,93426,34112,5,96,1,0
146,41053,11515,5,74,1,0
128,65885,39634,3,65,1,1
853,19409,21786,3,69,1,1
42,54295,77298,1,67,1,1
356,26001,28843,9,49,0,1
41,23676,32261,3,50,1,0
934,31608,61413,7,58,1,1
34,74811,2502,9,53,1,0
17,25564,63290,1,91,0,1
677,60381,52651,8,57,0,0
153,16360,13375,0,86,0,1
998,35540,28282,1,18,0,1
378,95182,15015,1,16,1,1
588,56783,1009,5,2,1,1
599,41530,66008,6,13,1,0
629,2087,22720,2,45,0,1
874,25205,34212,8,80,1,0
342,78584,74151,4,72,0,0
981,13126,2531,4,43,0,1
27,68409,86690,3,72,0,1
825,46027,62275,8,54,1,0
287,75514,32724,7,74,1,0
646,57635,76221,3,97,1,0
731,43046,61364,3,31,1,0
168,56661,32058,1,76,0,0
610,10477,1795,8,9,1,1
268,53692,50032,2,73,0,1
749,7447,99423,3,48,0,0
821,33876,44325,6,18,0,1
455,3883,1503,9,94,0,0
906,55898,83446,7,96,0,1
685,4398,74491,7,87,0,0
401,70304,38736,3,11,0,1
922,86307,10939,6,62,1,1
981,55261,65646,9,84,1,0
476,60752,47929,0,19,0,1
702,34584,9330,5,90,1,0
634,98714,52077,5,74,1,0
558,21022,40332,5,24,1,1
576,34128,94892,1,13,1,0
130,20416,25751,7,46,0,1
822,77096,98019,4,53,1,1
363,17068,40063,4,98,0,0
705,30366,55972,1,29,0,1
819,95845,79298,3,36,1,0
693,24100,13839,8,71,1,0
292,14111,63394,8,94,0,1
371,2966,48456,5,17,0,0
794,5998,1889,8,48,1,1
29,18495,19520,3,77,1,1
149,39119,89397,0,24,0,0
779,4106,37706,1,54,1,1
296,34493,38740,0,95,0,0
11,11056,44235,7,91,0,0
512,50142,37167,8,85,0,0
676,96299,58520,9,1,0,0
113,6178,17457,5,79,1,1
187,29731,39951,1,67,0,0
807,95776,38362,5,6,0,0
744,63001,76953,8,78,1,0
227,69597,58743,2,55,1,1
310,94913,21634,8,38,0,1
98,41674,91370,1,33,1,0
55,31517,32972,4,8,1,1
623,88120,7789,1,90,0,1
664,83739,69203,6,79,1,0
758,65106,86368,9,78,1,0
406,94981,86410,8,20,1,1
69,39554,88831,6,55,1,1
312,1687,37512,4,48,1,1
289,54810,47834,3,83,0,0
762,86667,87893,3,56,1,1
548,91848,70030,9,97,0,1
751,75986,22328,7,88,0,1
148,18916,78024,9,10,1,1
467,85924,11419,9,52,1,0
739,29532,6575,9,50,1,0
244,48717,97191,9,34,1,0
491,72473,83794,9,36,1,1
849,34317,14828,0,61,1,0
958,20984,29645,4,16,1,1
507,5554,96736,1,79,1,1
365,75060,81786,8,18,1,0
482,43718,98850,6,71,1,1
201,84048,98512,9,47,1,1
154,62771,61856,7,86,1,1
450,47211,68875,5,32,0,0
501,39713,38799,8,43,1,0
73,85778,36921,5,83,0,0
713,60093,30715,6,40,0,0
296,8948,13846,6,65,1,0
17,78772,86557,8,35,0,0
641,66225,22845,7,69,1,0
217,86544,1345,0,50,1,0
61,61702,24953,3,12,0,0
939,72145,27732,6,76,1,0
616,42322,12956,7,85,0,1
42,49323,56993,6,58,0,0
25,65433,70741,2,83,1,1
39,52832,68149,3,63,0,1
803,49520,58282,6,73,0,0
131,75604,2901,7,49,1,0
498,2562,97981,6,36,0,1
229,9560,79531,5,54,1,0
108,99419,39849,8,47,1,0
172,9375,73857,8,32,1,1
435,94313,55754,6,99,1,0
478,13369,71674,7,95,0,0
102,66042,97667,5,53,1,1
866,73020,55481,0,32,0,1
524,22653,58701,0,62,0,1
275,24466,15182,5,37,1,0
613,44136,14748,1,96,1,1
44,17469,464,7,38,1,0
955,11895,34668,0,30,0,0
817,70121,79746,1,58,1,0
957,68254,71594,7,32,0,1
17,30243,74732,5,66,1,0
330,29525,7536,9,51,1,0
569,88309,86813,1,11,0,1
823,75239,26854,1,59,0,1
497,5468,60294,6,20,1,0
815,4721,24644,4,37,1,1
12,58929,60280,4,73,1,0
318,60394,63395,7,49,0,0
592,14819,12738,6,19,1,0
216,29327,65815,8,55,1,1
339,7666,69509,3,40,0,1
776,12406,83206,9,7,1,0
991,53922,17257,3,5,0,0
661,24142,45665,1,42,0,0
81,15186,70096,2,88,1,0
727,17487,65988,0,48,1,1
485,27142,56195,0,7,0,1
374,89524,65047,6,11,0,1
976,51718,87222,4,73,1,1
710,92150,70980,2,49,0,1
200,18423,4607,6,30,0,0
537,18119,44088,1,41,1,1
466,75526,98521,2,3,0,0
89,40963,16965,0,86,0,0
268,10383,27313,7,40,0,1
655,18379,56054,1,51,0,1
571,47099,57550,6,84,0,0
922,62880,4577,8,32,0,0
489,23008,62322,5,48,1,0
877,61684,6633,1,71,1,1
538,50325,49495,1,71,1,1
47,38052,23496,8,20,1,1
288,37763,12855,9,89,0,1
778,61481,965,7,35,1,0
16,48029,11273,8,24,0,1
711,9443,59005,3,40,1,0
401,76273,38197,3,77,0,1
919,39891,33471,1,52,1,1
794,29234,11354,9,39,0,1
981,47201,4118,0,68,1,0
86,69543,5292,9,61,1,0
250,99211,2115,3,76,1,1
391,57630,69016,9,81,1,0
782,46899,28443,9,65,1,0
335,4927,69406,7,62,0,1
629,96243,5929,1,81,1,1
519,62753,34481,7,2,0,0
137,13799,81181,0,6,1,1
883,91519,18363,0,75,1,0
688,5413,53360,3,43,1,0
840,13698,43406,6,82,0,1
498,28907,91311,8,40,1,0
827,70523,58518,4,89,1,1
727,69490,90998,1,39,0,0
477,45326,248,6,28,0,0
594,59650,1854,1,80,0,0
223,80172,26845,8,63,0,0
990,3658,73014,8,64,1,0
372,75408,55933,2,12,0,0
935,50213,20240,7,41,0,1
995,53099,75007,3,29,1,0
402,55978,60753,2,23,0,0
443,36443,92635,0,85,0,0
490,58319,61621,4,80,0,1
615,35286,78415,3,51,1,0
273,37066,31175,0,45,0,0
526,33869,30797,9,90,0,0
159,53318,54644,7,22,0,1
152,19329,9895,7,10,1,1
995,75309,64655,7,7,1,1
620,27977,52304,2,73,0,0
188,58101,69854,5,89,1,0
813,97237,64960,6,15,0,0
98,38184,51629,8,77,1,1
131,81880,11772,4,46,1,0
805,92992,54338,8,90,0,1
171,16906,96678,5,85,0,1
936,88735,36050,9,87,0,0
986,37134,11109,9,61,1,0
183,40417,47196,9,92,0,1
983,55568,19644,3,61,1,0
364,19194,55828,0,51,1,1
39,57896,29481,0,38,0,1
527,10689,25387,9,12,1,0
888,57321,64710,4,88,1,0
497,1757,68222,2,77,0,0
516,98400,68284,4,66,1,0
349,39631,40181,4,54,1,0
982,52327,83737,0,39,0,0
921,3264,45412,7,76,0,0
397,93178,87328,4,39,0,1
722,84073,73043,4,78,1,0
161,41347,82890,8,30,1,0
16,19701,80870,7,48,1,0
493,94066,52826,0,83,0,0
426,50699,22311,2,31,1,1
108,71645,29580,6,25,1,0
894,4652,47880,0,68,1,1
450,9517,57238,0,51,0,1
311,58679,90482,4,13,0,1
739,68307,42603,8,63,0,1
170,72155,57993,5,42,1,1
546,78370,46293,9,54,1,0
414,3822,61458,1,67,0,1
251,70542,80957,8,80,0,1
759,95732,78282,5,90,1,0
781,40131,22217,4,56,0,1
141,79335,59156,4,19,1,0
274,21538,58806,2,46,0,0
416,58919,70529,5,15,0,0
608,43956,9576,3,32,0,0
739,33676,82906,9,49,1,1
891,42038,55106,1,21,0,1
39,49128,87338,2,65,1,1
814,59907,70018,8,70,0,0
29,49977,63255,8,27,0,0
958,97883,67421,5,23,1,0
477,43561,45898,9,47,1,1
318,93574,77371,9,95,0,0
245,40569,30277,8,12,1,1
748,83236,96348,3,85,0,1
697,20535,82315,4,66,1,0
272,84217,43113,9,5,1,0
440,14291,82700,5,9,0,0
748,84826,96199,8,20,0,0
239,27486,53550,4,82,1,0
377,31821,98728,7,63,1,1
266,54886,48028,0,86,0,1
926,13804,92503,4,72,1,0
921,56735,45482,9,98,1,0
359,2223,99390,0,73,1,0
340,90810,85138,9,71,1,1
389,63093,860,5,30,0,1
577,80222,24242,6,82,0,1
990,97612,17390,4,91,1,1
689,25516,71135,0,16,1,0
3,1914,464,5,85,0,1
429,78637,57021,9,5,1,1
142,50358,19897,4,29,1,0
376,16608,32635,5,47,1,0
670,85266,46400,9,22,1,1
324,79016,47276,6,78,1,0
146,35799,16205,6,57,0,0
958,46435,8039,1,83,1,0
293,46906,79572,2,35,1,1
665,77953,42129,5,88,1,1
432,63868,15963,2,60,0,0
705,35839,78197,1,70,1,0
949,34885,10547,3,60,1,1
975,32080,96260,4,58,0,1
585,89435,47040,9,3,0,0
399,94802,78047,8,34,0,0
817,85116,85101,2,45,0,1
889,1709,19742,2,50,1,0
344,66353,96898,5,2,1,1
964,85581,95999,4,15,1,0
140,91228,67743,5,37,0,1
187,28241,8028,6,15,1,0
805,30109,48102,2,60,0,1
61,6882,84953,4,96,0,0
997,92172,25117,7,85,1,0
939,99452,79164,3,64,0,0
380,26033,13413,9,81,0,0
710,77254,1659,1,98,1,1
807,8407,50993,3,96,1,0
440,92307,15267,1,52,0,1
319,75974,80979,2,23,1,1
302,38446,38698,3,99,1,0
344,50872,7623,3,37,0,1
11,72184,49877,9,41,0,0
62,40249,28539,8,57,1,1
845,86800,81160,9,97,1,0
226,27626,13385,5,25,0,0
153,96858,11073,8,37,1,1
711,85812,22794,3,40,0,1
564,68577,35874,8,85,0,0
772,5795,4402,8,46,1,1
571,39269,22491,5,60,1,0
584,48047,4711,4,98,1,0
660,47324,9472,2,19,1,1
861,45965,24412,4,91,1,0
575,25653,14180,2,9,0,1
310,60510,80718,4,69,1,0
885,90995,96313,4,5,0,0
243,24916,20974,1,89,1,0
493,55126,62637,8,26,0,1
366,50805,74014,6,19,1,0
330,62022,1697,5,30,1,0
107,74014,11700,4,48,0,1
226,1981,3847,3,16,1,0
825,39667,79515,7,71,1,1
218,47465,78653,1,18,0,1
937,79311,24915,7,56,0,1
753,70222,84600,0,21,0,0
506,25106,94448,9,31,1,1
259,41298,24814,0,1,0,0
888,22931,18990,2,3,0,1
774,16559,61609,4,95,1,0
517,32543,61924,5,25,1,1
773,42416,4825,3,8,1,1
54,96231,43305,6,65,1,1
47,64586,20784,6,62,1,0
727,5977,91961,1,7,1,1
689,39653,58011,1,7,0,0
521,5022,98178,1,8,0,0
99,4786,13192,1,19,1,0
20,32866,96018,8,17,0,0
890,80043,39870,4,11,0,0
753,32106,25557,7,49,0,0
573,31522,71767,4,11,0,1
891,12305,90851,4,41,1,1
490,86690,62994,0,62,1,0
419,23627,61405,5,52,0,0
690,18543,12712,3,66,1,1
850,16624,78727,2,68,0,1
62,28302,37189,5,92,0,0
145,65652,95395,1,97,1,1
216,46242,52237,7,75,0,0
3,61792,659,0,67,1,1
160,82484,66349,8,40,1,1
739,20955,37461,7,5,1,1
998,83847,80820,0,85,1,1
781,60472,15361,9,22,1,1
120,25195,20472,8,37,1,0
893,38824,55455,1,11,1,0
89,49341,97776,2,44,1,1
329,52103,98660,1,86,1,0
580,68479,58020,7,53,0,0
910,94937,32644,1,77,1,1
357,92096,137,9,61,0,0
610,97554,43132,1,67,1,0
267,94383,78333,0,13,0,1
617,16072,41520,6,92,1,0
952,93946,97343,1,11,1,1
323,23027,91652,9,11,1,1
635,66730,34700,4,85,0,0
988,52447,48385,4,85,0,1
541,99808,62108,2,7,1,0
649,88960,89620,2,17,0,0
195,86310,5267,2,48,1,1
921,69618,532,5,14,0,0
738,45383,69787,3,63,0,0
332,81426,72047,2,64,0,0
170,12305,96424,1,97,1,0
521,89974,51003,2,75,0,0
463,12848,92259,3,77,0,0
40,21197,54249,5,65,1,0
537,3192,87740,3,34,1,1
261,53411,56868,7,9,0,0
395,22792,60284,2,77,0,1
955,23962,65892,2,37,1,1
226,90496,33539,2,30,1,0
984,79607,33357,7,41,1,1
124,80252,44774,3,45,1,1
975,70569,51348,0,47,1,1
38,5026,83702,1,7,0,0
328,91399,45471,9,14,1,1
251,4069,98382,1,48,1,1
901,35833,68096,2,6,0,1
176,69955,37397,5,34,1,1
602,41843,54373,7,80,1,1
914,39976,61356,0,46,1,1
454,20423,34843,8,59,0,0
37,16528,68852,0,70,1,1
316,34678,79903,9,8,1,1
688,86586,75217,1,24,1,0
973,64240,70151,2,67,1,0
796,83929,22176,6,4,0,1
965,6464,75412,8,96,0,1
973,35449,87583,2,1,1,0
593,791,3063,7,34,1,1
114,95698,72422,8,9,1,1
40,66567,13966,9,63,1,0
301,45996,32405,6,76,1,1
224,57162,62503,3,10,1,0
318,97366,82996,3,10,1,1
349,79862,32913,3,50,0,1
115,13961,66829,5,44,1,0
698,96937,60786,3,48,0,0
323,88402,4612,4,87,0,1
568,64028,22766,8,6,1,1
40,83331,16730,6,88,0,1
866,41447,74619,7,24,0,0
40,3221,736,4,85,0,0
859,83893,3875,4,95,1,0
973,28264,68057,6,58,0,0
749,25591,64691,7,64,0,0
289,59322,78661,8,94,1,0
262,23265,74916,1,56,1,1
216,3848,11451,2,98,0,0
147,98681,55284,1,82,1,0
336,26653,95807,9,12,1,0
168,60480,69280,6,35,0,0
92,44431,81778,1,71,0,1
353,96133,73409,1,89,0,0
571,96944,94102,1,6,1,1
571,39660,10878,3,65,0,0
816,53965,12601,0,80,0,1
681,46786,2208,1,60,1,0
781,76010,95005,2,68,1,0
363,4775,36482,6,29,1,0
557,66806,91454,9,38,1,0
345,78086,75887,0,92,0,1
693,76316,23441,5,22,0,1
170,10168,77314,2,8,0,0
356,54560,14467,2,63,1,0
191,46518,95308,3,96,0,1
667,26306,69968,3,97,1,1
422,387,12102,6,13,1,1
700,22437,85920,2,27,1,0
7,20766,60049,7,18,0,1
133,1261,15800,7,18,1,0
747,90171,79405,6,77,0,0
557,98164,62643,1,86,0,1
826,38851,29418,4,62,0,0
761,82163,89959,5,14,1,0
31,89489,27710,9,11,0,1
535,14858,72599,3,86,0,0
426,65880,73474,9,17,1,1
394,3278,65326,4,51,0,1
672,31931,45267,8,96,1,1
363,2276,77879,6,14,0,0
437,33754,28039,1,57,1,1
670,26727,61465,0,93,1,1
551,52650,67481,1,6,1,0
927,45010,46810,2,57,1,0
82,90517,16866,1,4,1,1
356,58351,12880,2,11,0,0
258,35522,48558,9,74,0,0
718,12084,56321,8,92,0,0
589,89412,1609,3,11,0,0
989,61486,89593,8,99,1,0
524,83391,34446,2,79,1,1
295,7235,82899,0,8,0,1
962,420,46974,4,84,1,1
224,94271,26248,9,59,0,0
525,21784,31633,9,21,1,0
46,56013,78567,1,65,1,1
667,88874,1459,3,93,0,1
113,21989,90168,1,24,0,1
233,95949,60413,1,30,1,0
17,98171,20444,2,99,0,1
360,48999,69878,4,97,0,0
223,10870,20701,3,84,0,1
866,39421,19216,1,57,0,1
700,86062,57085,9,80,1,0
448,41877,30882,1,73,1,0
856,46350,49919,5,95,1,1
365,73134,84516,6,17,1,1
675,40230,69135,9,59,0,1
326,82031,97223,5,31,0,0
467,49446,44558,6,64,0,0
414,2637,91656,0,48,1,1
455,84862,8180,5,23,1,1
586,15316,88843,2,70,1,1
233,84249,34057,0,30,1,0
224,3109,14008,7,55,0,1
994,90004,96288,3,7,0,1
831,29427,95980,9,75,0,0
412,14309,90670,7,98,1,1
572,48543,91424,9,12,1,1
335,15129,78387,3,60,1,0
222,67713,47582,3,52,1,0
37,79543,99429,9,27,1,1
989,57097,98475,3,12,1,0
278,62659,38414,5,13,0,0
196,64992,75021,8,72,1,0
916,70509,83868,4,80,1,0
864,8735,15931,9,62,1,0
484,33165,20225,7,29,0,0
242,33883,62551,7,35,0,0
324,34252,45808,3,60,1,1
731,58841,17782,9,29,0,0
192,51602,82924,8,31,0,0
17,29192,35894,8,77,0,0
524,17753,59472,4,76,1,0
918,98099,39577,5,61,0,1
401,99664,53963,4,2,0,1
906,40569,90041,2,33,0,0
886,86583,38837,7,72,1,1
705,59854,2720,8,62,0,1
22,30078,35157,3,59,1,1
474,87692,40238,8,40,0,1
120,94643,79490,8,49,1,1
210,43269,53124,6,32,1,0
306,48387,9777,7,38,1,0
270,54845,44211,2,92,1,0
704,5643,24174,4,79,1,1
687,56492,17924,2,87,0,0
285,21167,865,6,88,0,1
716,51133,45539,5,13,0,0
676,45356,97251,2,85,1,0
763,90733,49026,8,54,1,0
227,69445,36960,0,76,1,0
948,22291,13075,9,13,0,1
381,86903,74977,2,39,1,0
460,72842,93777,9,23,1,0
7,86693,77970,6,92,1,1
29,29092,81471,2,14,1,1
907,81631,26648,2,17,0,0
33,48903,90675,1,24,1,0
646,63577,98166,8,58,1,1
879,13310,38836,3,63,1,1
79,83429,61662,9,34,1,0
928,26370,40509,5,51,0,1
947,62108,84201,1,86,1,1
459,5297,9934,8,10,0,0
570,7552,940,6,72,0,0
983,41586,79509,9,21,1,0
538,14959,31668,4,37,1,1
482,27336,10946,6,7,0,0
430,31999,5999,3,90,1,0
738,32183,86138,9,13,1,0
285,67808,66201,6,80,0,1
516,16763,38873,1,30,0,0
977,93176,74823,6,31,0,0
99,19153,72862,3,5,0,1
397,11185,4411,3,32,0,1
489,30664,56988,0,16,0,0
39,89845,41716,2,73,1,0
271,59195,52234,4,22,1,0
887,69617,91325,4,64,1,1
797,21253,6183,1,44,1,0
157,5347,12698,3,40,1,0
75,10653,82576,0,37,1,1
884,20911,92516,8,78,1,1
800,95481,2680,0,16,1,0
130,6235,57495,5,43,1,1
687,5673,42421,6,84,0,0
974,79367,9486,2,63,0,0
84,7289,53271,0,15,1,1
22,80177,19622,6,44,1,1
459,43746,65632,2,90,0,1
539,76723,91860,9,9,0,1
707,53787,14735,5,65,0,0
849,68412,771,5,99,1,1
382,27664,33645,3,44,0,1
748,28935,54179,5,20,0,0
440,61687,26955,9,70,0,0
604,7797,35890,3,74,1,0
989,80265,51112,7,33,0,1
21,74022,14360,8,80,1,0
303,17146,65239,1,6,0,1
976,57923,1174,6,83,0,1
869,73680,42776,8,31,1,1
955,53470,9575,8,66,0,1
84,9715,78514,4,18,0,0
774,5160,15220,0,28,0,0
659,76536,23247,5,68,1,0
953,60619,2086,7,65,1,0
453,71217,32530,0,80,1,0
387,61258,55579,1,45,0,1
507,34882,83066,0,58,1,1
257,85809,2276,4,47,0,1
570,78633,84358,1,66,0,1
892,58355,84253,9,52,0,0
934,72784,62018,9,36,0,1
527,57018,27215,3,1,0,1
162,84384,77542,0,39,0,1
957,79658,40102,6,87,0,1
163,85649,57224,7,90,0,1
832,81522,6710,4,75,1,1
793,25356,49852,1,1,1,0
792,30105,79047,7,75,0,0
524,6738,74816,0,88,1,1
786,37519,48093,6,74,1,1
271,33477,10173,0,14,1,1
492,43216,37351,5,78,0,1
208,36734,96596,5,71,1,1
539,82391,71537,4,23,0,0
584,23482,38997,1,43,1,0
60,56163,51006,1,22,1,1
430,22494,51716,8,60,1,0
985,67889,4582,4,27,0,1
657,964,91064,4,56,0,1
605,99672,73036,6,2,0,0
309,40322,39674,5,39,0,0
520,13766,43384,1,51,0,0
591,21055,73032,0,19,0,0
27,81945,7438,4,62,0,1
686,69690,42818,3,71,0,0
562,66571,12600,2,76,0,0
199,88414,11645,1,67,1,0
387,43398,61580,9,63,1,1
349,63208,5341,1,5,0,1
960,49024,89414,3,72,1,1
940,16809,22921,1,78,1,0
693,9826,4795,3,61,0,0
536,60924,77166,2,71,0,0
828,40642,14418,8,7,1,1
378,20345,51034,6,50,0,0
899,34853,22431,2,46,1,0
916,79888,52772,7,96,0,1
558,21416,91991,8,72,1,0
527,84798,76960,6,76,0,0
153,16060,93785,5,74,1,0
734,30891,68854,3,14,1,0
206,25316,85777,4,73,1,1
455,32567,2937,7,94,1,1
273,64527,40177,2,69,0,1
894,62147,80015,1,65,1,0
236,73390,4339,2,65,0,0
852,47114,86448,6,57,1,1
740,4178,29769,7,62,0,0
521,78489,48724,0,20,1,1
678,50619,75247,6,75,0,1
944,4142,4250,8,26,1,0
956,49152,11209,2,44,1,1
831,14489,99850,2,67,0,1
726,96061,26116,7,70,1,1
501,68211,12036,3,62,1,1
117,93815,11136,7,45,1,1
386,50833,39336,4,11,1,1
344,34854,14121,2,72,0,0
584,18724,37043,3,93,1,1
395,85986,81107,3,74,0,1
64,26781,50116,7,34,0,0
717,89624,23344,5,88,0,0
721,81106,63127,6,46,0,1
72,24804,39085,8,81,1,0
789,95013,1602,5,32,1,0
274,94208,53936,2,75,0,1
990,7593,99814,2,98,1,0
320,69739,3870,2,88,1,1
338,54483,42965,9,5,0,1
366,3094,53911,1,63,0,1
495,69380,4101,0,29,0,1
607,47334,60948,9,48,1,0
166,47391,52735,0,98,0,1
544,92968,21046,3,16,0,0
11,5694,66234,2,25,1,0
301,7471,95952,4,72,1,1
729,47415,91203,8,29,1,1
801,83664,92144,7,52,1,0
102,79626,43844,8,46,1,1
425,16726,39259,4,25,1,1
392,86105,95912,7,23,1,1
779,7230,23771,3,34,1,0
214,6928,16550,4,67,0,0
691,57614,15008,2,94,1,0
88,52764,57375,4,34,0,0
553,17983,44458,2,32,1,1
401,43159,49147,4,29,1,1
588,84178,35618,4,9,0,0
889,43032,57913,5,66,1,0
46,61369,96848,8,57,0,0
672,76086,6906,0,39,1,0
463,86059,40991,9,7,0,0
592,2135,83651,5,69,0,1
310,40845,39320,0,8,1,0
86,17341,17258,5,96,0,0
92,53075,81092,1,18,0,1
660,23254,27688,7,82,1,1
673,25725,62676,2,49,1,1
714,45050,88127,9,16,0,0
936,98702,24288,5,21,1,1
928,56496,92715,5,10,0,0
242,99327,58930,3,4,0,0
865,13431,4119,4,44,0,1
2,64027,12519,1,8,1,0
225,86326,33797,9,55,1,0
801,84819,85032,9,19,0,1
745,63114,95528,7,64,0,1
973,39446,8073,9,40,0,1
926,70511,86749,6,51,1,1
929,54578,11236,9,9,0,1
589,12354,84839,5,30,1,1
116,55834,62602,6,56,0,1
666,28721,31385,0,81,0,1
918,76541,23139,4,44,0,1
103,46221,66820,6,59,0,1
194,81518,88363,0,15,1,0
166,60297,59255,1,68,1,0
871,84677,17011,8,70,1,0
90,94734,1016,2,61,1,1
686,42531,59152,5,80,1,0
122,99345,69210,6,90,0,0
143,4937,17890,8,23,1,0
994,90125,83261,4,77,1,0
106,83263,5306,3,47,1,0
887,71332,85153,1,17,1,1
428,49094,50050,2,57,0,1
305,79179,56461,4,54,0,1
872,12715,61551,1,91,0,0
971,1566,37796,3,52,1,0
317,30871,81741,0,22,0,1
963,83986,68326,3,83,0,1
635,66011,46828,6,39,1,1
902,98666,55501,2,99,1,0
9,20846,66326,9,13,1,1
774,88522,25203,7,78,0,1
73,60839,34363,5,95,1,1
359,98287,76721,5,66,0,1
223,73469,50144,0,52,0,1
416,1993,57830,4,14,0,0
553,30673,25925,2,73,0,0
370,97007,76356,9,74,0,1
716,40974,37371,0,63,1,0
264,77462,77356,7,71,0,1
840,87560,46832,6,28,0,1
690,33467,66533,6,89,0,0
860,21299,82730,9,46,0,0
318,91504,23672,9,28,0,0
84,74428,38646,9,2,1,0
318,57824,15250,3,17,0,1
111,86233,54265,5,59,0,0
251,36505,63790,8,52,0,1
383,98332,53764,2,4,0,1
7,16089,82435,8,77,1,1
459,29031,75299,3,82,0,1
84,9390,37048,4,3,0,1
208,38467,37130,6,37,0,0
900,79978,27107,5,97,0,1
390,90577,91307,9,24,1,0
314,79581,91021,7,72,1,1
22,76398,76872,7,35,1,0
410,30233,22124,7,2,0,0
895,27152,39484,2,33,1,1
515,85589,83012,9,76,1,1
127,40575,18257,5,86,1,0
809,82766,85581,6,77,1,1
700,96722,88653,8,10,1,1
874,57756,1856,9,81,0,0
14,4733,68212,9,62,1,0
971,17404,91103,3,43,1,1
978,97920,96841,4,69,1,1
12,46646,58151,7,59,0,1
87,7108,64695,0,9,0,1
524,48391,78310,5,77,1,0
909,27505,43194,3,60,0,0
537,36486,87989,4,63,0,1
301,91009,95485,4,52,1,0
243,20927,4635,1,23,0,0
122,33140,56135,7,30,1,0
147,60454,47467,1,43,1,0
567,78643,17218,3,68,1,0
750,18257,59912,4,21,0,0
356,97793,59984,0,43,1,0
685,35415,66268,5,73,1,1
904,36032,13380,1,7,0,1
733,21264,14846,4,16,1,0
631,14514,53351,5,23,0,0
309,14427,84921,7,58,0,0
695,1046,83683,8,87,1,0
288,14793,10307,5,31,0,0
307,27341,71227,4,69,1,1
812,95890,27857,3,6,0,0
594,15640,16326,1,65,0,1
966,72355,95368,1,59,0,1
914,64857,61507,6,28,0,0
723,41303,27306,4,18,1,0
662,25181,20356,6,88,1,0
549,61961,33922,0,77,0,1
352,11450,41440,0,97,1,1
312,55612,52334,4,10,1,1
873,56909,43451,1,7,1,0
59,97657,48771,7,37,1,0
643,42932,75420,2,96,1,0
924,28469,35257,0,45,1,0
714,31828,20037,1,86,1,0
755,17676,54390,9,16,0,0
35,29101,46807,9,88,1,1
445,83484,11319,6,14,0,1
93,490,9499,5,11,0,0
950,87635,98948,7,83,0,0
959,45536,27757,6,87,1,1
207,11669,20147,9,34,1,1
353,13129,76195,7,60,0,1
903,22590,85793,2,13,0,0
332,45975,72254,5,39,1,1
817,5967,44991,6,44,1,1
862,80920,6880,9,28,1,1
725,99615,27150,0,40,0,1
